Date,Store,Category,Sales,Units_Sold,Promotion
25-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5939.5,23,1
25-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4986.85,19,1
25-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4993.8,19,0
25-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5270.95,21,0
25-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5900.9,23,0
25-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,5580.55,22,0
25-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,4454.5,17,0
25-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5857.45,23,0
25-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5865.75,23,0
25-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5169.15,20,0
25-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5603.3,22,1
26-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5909.2,23,0
26-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4942.95,19,0
26-05-2022,KPN Fresh Giri Nagar,Staples & Grains,5033.1,20,0
26-05-2022,KPN Fresh Giri Nagar,Frozen Foods,6379.4,25,0
26-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5198.75,20,0
26-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,6292.1,25,0
26-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5638,22,0
26-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5677.9,22,0
26-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5506.95,22,0
26-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5637.8,22,0
26-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,4856.7,19,1
26-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,5083.15,20,1
26-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5264.05,21,0
26-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,6622.15,26,1
26-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5910.1,23,0
26-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5256.75,21,1
27-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5823.4,23,0
27-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,6183.35,24,1
27-05-2022,KPN Fresh Giri Nagar,Staples & Grains,5764.35,23,0
27-05-2022,KPN Fresh Giri Nagar,Frozen Foods,4868.05,19,0
27-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5289.9,21,1
27-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5658.2,22,1
27-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5709.1,22,0
27-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5824.55,23,1
27-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5553.3,22,0
27-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5792,23,0
27-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,5693.5,22,0
27-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,5508.35,22,0
27-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,6243.25,24,1
27-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,6122.55,24,0
27-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5814.65,23,1
27-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,6052.6,24,1
28-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5575.95,22,0
28-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5234.85,20,1
28-05-2022,KPN Fresh Giri Nagar,Staples & Grains,6247,24,0
28-05-2022,KPN Fresh Giri Nagar,Frozen Foods,4924.85,19,1
28-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5181.7,20,0
28-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5509.75,22,0
28-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5541.85,22,0
28-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4986.4,19,0
28-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5664.1,22,0
28-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5588.5,22,0
28-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,6044.85,24,0
28-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,5668.5,22,0
28-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4976.5,19,0
28-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5497.6,21,0
28-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5545.1,22,0
28-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5746.3,22,0
29-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5662.3,22,0
29-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5450.9,21,0
29-05-2022,KPN Fresh Giri Nagar,Staples & Grains,4814.4,19,0
29-05-2022,KPN Fresh Giri Nagar,Frozen Foods,5145.4,20,0
29-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,6373.6,25,0
29-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5885.2,23,1
29-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5687.55,22,0
29-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4270.8,17,1
29-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5334.05,21,0
29-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6013.95,24,0
29-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,5150.5,20,0
29-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,6265.15,25,0
29-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,6120.4,24,0
29-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5639.65,22,0
29-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4998.65,19,0
29-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5186.95,20,1
30-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5775.5,23,0
30-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5150.55,20,0
30-05-2022,KPN Fresh Giri Nagar,Staples & Grains,5510.15,22,0
30-05-2022,KPN Fresh Giri Nagar,Frozen Foods,5461.35,21,0
30-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5746.3,22,0
30-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,6081.05,24,0
30-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5274.8,21,1
30-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,6045.3,24,0
30-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5786.25,23,0
30-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5519.95,22,0
30-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,6389.1,25,0
30-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,4707.7,18,0
30-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5084.2,20,0
30-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5575.7,22,0
30-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,6088.55,24,0
30-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5863.6,23,0
31-05-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5326.45,21,0
31-05-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5715.5,22,0
31-05-2022,KPN Fresh Giri Nagar,Staples & Grains,5008.55,20,1
31-05-2022,KPN Fresh Giri Nagar,Frozen Foods,6211.95,24,0
31-05-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,6126.55,24,0
31-05-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5876.15,23,0
31-05-2022,KPN Fresh R.R.Nagar-,Staples & Grains,6197.75,24,0
31-05-2022,KPN Fresh R.R.Nagar-,Frozen Foods,6728.15,26,0
31-05-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,6295.8,25,0
31-05-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6518.9,26,1
31-05-2022,KPN Fresh J.P.Nagar,Staples & Grains,6233.7,24,0
31-05-2022,KPN Fresh J.P.Nagar,Frozen Foods,4974.8,19,0
31-05-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,6211.9,24,0
31-05-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4947.75,19,1
31-05-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,6042.5,24,0
31-05-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5414.4,21,0
01-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4817.5,19,0
01-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5155.9,20,1
01-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5674.8,22,0
01-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5614.1,22,0
01-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5002.8,20,1
01-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5827.5,23,0
01-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5916.15,23,0
01-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4436.35,17,0
01-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5659.65,22,0
01-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6004.8,24,0
01-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,4689.1,18,1
01-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,4800.55,19,0
01-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5405.15,21,0
01-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5541.75,22,1
01-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4886.4,19,0
01-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5427.4,21,0
02-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4247.85,16,0
02-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5942.95,23,1
02-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5429.45,21,0
02-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5533.3,22,0
02-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,6423.5,25,0
02-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5115.25,20,0
02-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4799.15,19,1
02-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,6597.8,26,1
02-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5233.15,20,0
02-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5327.8,21,0
02-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5922.8,23,0
02-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,4989.75,19,0
02-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5263.25,21,0
02-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5911.65,23,0
02-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,6309,25,1
02-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,6175.7,24,1
03-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,6074.95,24,0
03-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5995.55,23,1
03-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5218.25,20,0
03-06-2022,KPN Fresh Giri Nagar,Frozen Foods,6202.95,24,0
03-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5137.05,20,0
03-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5866.55,23,0
03-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5252.45,21,0
03-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5825.75,23,0
03-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5784.8,23,1
03-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5405.95,21,1
03-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5977.65,23,0
03-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5784.65,23,0
03-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5415.95,21,0
03-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5983.8,23,0
03-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5005.15,20,0
03-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5800.4,23,0
04-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5293.35,21,0
04-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4870,19,0
04-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5396.3,21,0
04-06-2022,KPN Fresh Giri Nagar,Frozen Foods,6067.1,24,0
04-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5632.2,22,0
04-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,6321.4,25,0
04-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,6039.6,24,0
04-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5020.8,20,0
04-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,6043.85,24,0
04-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5605.85,22,0
04-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5510.95,22,0
04-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5813.55,23,0
04-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5349.15,21,0
04-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5953.1,23,0
04-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5665.65,22,0
04-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5395.1,21,0
05-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5746.35,22,0
05-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5770.2,23,0
05-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5474.05,21,0
05-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5453.85,21,1
05-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5810.5,23,1
05-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4512.45,18,0
05-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5059.85,20,0
05-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5151.5,20,0
05-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5537.1,22,0
05-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5782.7,23,0
05-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,4829.2,19,1
05-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5237.35,20,0
05-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4855.85,19,0
05-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,6734.1,26,0
05-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5521.15,22,0
05-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5675.1,22,0
06-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5982,23,0
06-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5631.45,22,0
06-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5596.35,22,0
06-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5563.75,22,0
06-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,6154.2,24,0
06-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5019,20,0
06-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5205.9,20,1
06-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,6367.75,25,0
06-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5377.65,21,1
06-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5486.6,21,0
06-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,4994.05,19,0
06-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,4858,19,0
06-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5471,21,0
06-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5308.75,21,0
06-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5181.65,20,0
06-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5306.45,21,1
07-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4906.9,19,0
07-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5080.95,20,0
07-06-2022,KPN Fresh Giri Nagar,Staples & Grains,6155.4,24,0
07-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5710.5,22,0
07-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5017.55,20,1
07-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5070.55,20,0
07-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5222.4,20,1
07-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5073.35,20,0
07-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5646.35,22,0
07-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5579.25,22,1
07-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5524.6,22,0
07-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5213,20,0
07-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5762.1,23,1
07-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5168.6,20,0
07-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5460.45,21,0
07-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5405.5,21,0
08-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5419.85,21,0
08-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5266.65,21,0
08-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5151.65,20,0
08-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5919.1,23,0
08-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5485.95,21,1
08-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5614.85,22,0
08-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5265.75,21,0
08-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5385.85,21,1
08-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4840.5,19,1
08-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5376.6,21,0
08-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5232.5,20,1
08-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5321.7,21,1
08-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5789.3,23,1
08-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5711.85,22,0
08-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4682.35,18,0
08-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5272.95,21,0
09-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5762.85,23,0
09-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5304.55,21,1
09-06-2022,KPN Fresh Giri Nagar,Staples & Grains,4581.45,18,0
09-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5047.15,20,0
09-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5338.3,21,1
09-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4768.45,19,0
09-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5819.85,23,0
09-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4952.4,19,0
09-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5281.8,21,0
09-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6332.25,25,0
09-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5369.45,21,1
09-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5722.2,22,0
09-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5253.05,21,0
09-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5897.45,23,1
09-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5150.45,20,0
09-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5167.45,20,0
10-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5143.05,20,1
10-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5446.4,21,0
10-06-2022,KPN Fresh Giri Nagar,Staples & Grains,4230.2,16,0
10-06-2022,KPN Fresh Giri Nagar,Frozen Foods,6095.7,24,0
10-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5560.8,22,0
10-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,6023.45,24,0
10-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5911.35,23,0
10-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5381.9,21,0
10-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5567.95,22,0
10-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4948.65,19,1
10-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5431.15,21,0
10-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5210.25,20,1
10-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5083,20,0
10-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4786.4,19,0
10-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5622.3,22,0
10-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5760.1,23,1
11-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5381.55,21,1
11-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5240.8,20,1
11-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5217.1,20,1
11-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5793.2,23,0
11-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5392.15,21,0
11-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5644.5,22,0
11-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5297.1,21,0
11-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5316.1,21,0
11-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5430.85,21,1
11-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4439.15,17,0
11-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5135.65,20,0
11-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5820.25,23,0
11-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5241.2,20,0
11-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5619.1,22,0
11-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5992.5,23,0
11-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,6103.55,24,0
12-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,6193.25,24,0
12-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5334,21,0
12-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5106.55,20,0
12-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5105.1,20,1
12-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5376.3,21,1
12-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5035.2,20,0
12-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4839.7,19,0
12-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,3979.15,15,1
12-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5195.9,20,1
12-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5348.05,21,0
12-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5556.05,22,0
12-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5624.65,22,0
12-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5633.5,22,0
12-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5854.8,23,0
12-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5689,22,0
12-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5674.1,22,0
13-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4899.8,19,1
13-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4884.9,19,0
13-06-2022,KPN Fresh Giri Nagar,Staples & Grains,5614.3,22,0
13-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5421.05,21,1
13-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,6078.3,24,0
13-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5045.85,20,0
13-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,6120.75,24,0
13-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5760.95,23,0
13-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5440.35,21,0
13-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6020.25,24,0
13-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5777.6,23,0
13-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,4744.5,18,1
13-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,6585.65,26,1
13-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5440.4,21,0
13-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4379,17,0
13-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5104.5,20,0
14-06-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4897.75,19,0
14-06-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5973.2,23,0
14-06-2022,KPN Fresh Giri Nagar,Staples & Grains,6049.3,24,0
14-06-2022,KPN Fresh Giri Nagar,Frozen Foods,5481.9,21,1
14-06-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5845.5,23,0
14-06-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5707.3,22,0
14-06-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5471.15,21,0
14-06-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5217.9,20,0
14-06-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5033.15,20,1
14-06-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,6265.8,25,0
14-06-2022,KPN Fresh J.P.Nagar,Staples & Grains,5173.55,20,0
14-06-2022,KPN Fresh J.P.Nagar,Frozen Foods,5811.6,23,0
14-06-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5771.05,23,1
14-06-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5340.1,21,0
14-06-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5133.75,20,0
14-06-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5362.3,21,0
